"Scientific_name","New","Common_name","Clade","Taxon_ID","Assembly_name","Accession","Genome_size_bps","Annotation_provider","Annotation_method","Annotation","Genome","RNA_Seq"
"Phlebotomus perniciosus","","Sand fly (Infravec2 Murcia)","Diptera","13204","pperniciosus_illum_n82538_165Mb","GCA_918844115.1","165589747","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Phlogophora meticulosa","","Moths","Lepidoptera","875884","ilPhlMeti2.1","GCA_905147745.1","538644470","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Phlogophora meticulosa","","Moths (alternate haplotype)","Lepidoptera","875884","ilPhlMeti2.1_alternate_haplotype","GCA_905147725.1","507279698","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Phlogophora meticulosa","","Moths","Lepidoptera","875884","ilPhlMeti2.2","GCA_905147745.2","538644470","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Phoca vitulina","","Harbor seal","Mammals","9720","GSC_HSeal_1.0","GCA_004348235.1","2363596144","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Phocoena sinus","","Vaquita","Mammals","42100","mPhoSin1.pri","GCA_008692025.1","2371524154","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pholis gunnellus","","Rock gunnel","Fish","56726","fPhoGun1.2","GCA_910591455.2","588680419","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Phosphuga atrata","","Black snail beetle (alternate haplotype)","Coleoptera","414934","icSilAtra2.1_alternate_haplotype","GCA_944567605.1","1139234133","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Phosphuga atrata","","Black snail beetle","Coleoptera","414934","icSilAtra2.1","GCA_944588485.1","1199979240","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Phragmatobia fuliginosa","","Ruby tiger moth (alternate haplotype)","Lepidoptera","214311","ilPhrFuli1.1_alternate_haplotype","GCA_932526455.1","630605175","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Phragmatobia fuliginosa","","Ruby tiger moth","Lepidoptera","214311","ilPhrFuli1.1","GCA_932526445.1","629441928","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Phyllostomus discolor","","Pale spear-nosed bat","Mammals","89673","mPhyDis1_v1.p","GCA_004126475.2","2117764065","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Phyllostomus discolor","","Pale spear-nosed bat","Mammals","89673","mPhyDis1.pri.v3","GCA_004126475.3","2108832841","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Phyllotreta striolata","","Striped flea beetle","Coleoptera","444603","PGI_PHYEVI_v3","GCA_918026865.1","132261818","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Phyto melanocephala","","Flies","Diptera","1262321","idPhyMeln1.1","GCA_941918925.1","739740587","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Phyto melanocephala","","Flies (alternate haplotype)","Diptera","1262321","idPhyMeln1.1_alternate_haplotype","GCA_941918875.1","708676230","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris brassicae","","Large cabbage white (alternate haplotype)","Lepidoptera","7116","ilPieBrab1.1_alternate_haplotype","GCA_905147085.1","264942436","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris brassicae","","Large cabbage white","Lepidoptera","7116","ilPieBrab1.1","GCA_905147105.1","292325833","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris napi","","Butterflies","Lepidoptera","78633","ilPieNapi1.1","GCA_905475465.1","319186907","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris napi","","Butterflies","Lepidoptera","78633","ilPieNapi4.1","GCA_905231885.1","319989255","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris napi","","Butterflies (alternate haplotype)","Lepidoptera","78633","ilPieNapi1.1_alternate_haplotype","GCA_905475415.1","306647215","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris napi","","Butterflies","Lepidoptera","78633","ilPieNapi1.2","GCA_905475465.2","319186907","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris napi","","Butterflies","Lepidoptera","78633","ilPieNapi4.1_alternate_haplotype","GCA_905231895.1","313474378","Ensembl","Anno","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris rapae","","Cabbage white","Lepidoptera","64459","ilPieRapa1.1","GCA_905147795.1","256355036","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris rapae","","Cabbage white (alternate haplotype)","Lepidoptera","64459","ilPieRapa1.1_alternate_haplotype","GCA_905147735.1","241658777","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pipra filicauda","","Wire-tailed manakin","Birds","649802","ASM394559v1","GCA_003945595.1","1110963465","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","PvHMP-013","GCA_900178095.1","30971363","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","ASM1484394v1","GCA_014843945.1","29766561","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","ASM1484367v1","GCA_014843675.1","29981164","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","ASM1484393v1","GCA_014843935.1","29447970","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","ASM1484368v1","GCA_014843685.1","29804011","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","GCA_900093555","GCA_900093555.2","29040213","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","PvC01","GCA_900093535.1","30214966","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Platycheirus albimanus","","Flies (alternate haplotype)","Diptera","414846","idPlaAlba1.1_alternate_haplotype","GCA_916050315.1","665330124","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Platycheirus albimanus","","Flies","Diptera","414846","idPlaAlba1.1","GCA_916050605.1","677801803","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Platycheirus albimanus","","Flies","Diptera","414846","idPlaAlba1.2","GCA_916050605.2","677768813","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plebejus argus","","Butterflies","Lepidoptera","242267","ilPleArgu1.2","GCA_905404155.2","382092912","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plebejus argus","","Butterflies (alternate haplotype)","Lepidoptera","242267","ilPleArgu1.1_alternate_haplotype","GCA_905404165.1","381919582","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plebejus argus","","Butterflies","Lepidoptera","242267","ilPleArgu1.1","GCA_905404155.1","382092912","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plectropomus leopardus","","Leopard coralgrouper","Fish","160734","Pleo_1.0","GCA_011397275.1","787600493","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Plutella xylostella","","Diamondback moth (alternate haplotype)","Lepidoptera","51655","ilPluXylo3.1_alternate_haplotype","GCA_932276175.1","320717355","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Plutella xylostella","","Diamondback moth","Lepidoptera","51655","ilPluXylo3.1","GCA_932276165.1","323302761","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pocillopora damicornis","","Cauliflower coral (RSMAS)","Metazoa","46731","ASM370409v1","GCA_003704095.1","234350878","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Podabrus alpinus","","Beetles","Coleoptera","1553677","icPodAlpi1.1","GCA_932274525.1","777235495","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Podabrus alpinus","","Beetles (alternate haplotype)","Coleoptera","1553677","icPodAlpi1.1_alternate_haplotype","GCA_932273715.1","741844795","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Poecile atricapillus","","Black-capped chickadee","Birds","48891","CUB_Patr_1.0","GCA_011421415.1","1047790189","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Poecilia formosa","","Amazon molly (PFAF-AM)","Fish","48698","Poecilia_formosa_haplotype_mexicana","GCA_013036085.2","745326098","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Pogonomyrmex barbatus","","Red harvester ant","Hymenoptera","144034","Pbar_UMD_V03","GCA_000187915.1","235645958","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Polistes canadensis","","Red paper wasp (GaletaPanama2010)","Hymenoptera","91411","ASM131383v1","GCA_001313835.1","211202212","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Polistes dominula","","European paper wasp (PdomPennStateAug2009)","Hymenoptera","743375","Pdom_r1.2","GCA_001465965.1","208026220","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Polistes fuscatus","","Common paper wasp (324)","Hymenoptera","30207","CU_Pfus_HIC","GCA_010416935.1","219116742","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Pollenia amentaria","","Flies (alternate haplotype)","Diptera","670595","idPolAmen1.1_alternate_haplotype","GCA_943735935.1","1262528403","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pollenia amentaria","","Flies","Diptera","670595","idPolAmen1.1","GCA_943735925.1","1270755911","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pollenia angustigena","","Flies (alternate haplotype)","Diptera","1266490","idPolAngu1.1_alternate_haplotype","GCA_930374645.1","1355309065","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pollenia angustigena","","Flies","Diptera","1266490","idPolAngu1.1","GCA_930367215.1","1370491206","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pollicipes pollicipes","","Goose neck barnacle (AB1234)","Arthropods","41117","Ppol_2","GCA_011947565.2","770089732","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Polydrusus cervinus","","Beetles","Coleoptera","202137","icPolCerv1.1","GCA_935413205.1","713356138","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Polydrusus cervinus","","Beetles (alternate haplotype)","Coleoptera","202137","icPolCerv1.1_alternate_haplotype","GCA_935413225.1","681549653","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Polyommatus icarus","","Common blue","Lepidoptera","265386","ilPolIcar1.1","GCA_937595015.1","511742462","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Polyommatus icarus","","Common blue (alternate haplotype)","Lepidoptera","265386","ilPolIcar1.1_alternate_haplotype","GCA_937629555.1","511074499","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pomacea canaliculata","","Apple snail (SZHN2017)","Metazoa","400727","ASM307304v1","GCA_003073045.1","440159624","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Pomphorhynchus laevis","","Thorny-headed worm (GPI110)","Metazoa","141832","ASM1293484v2","GCA_012934845.2","253271445","Institute of Organismic and Molecular Evolution (iomE), Johannes Gutenberg University Mainz","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Pongo abelii","","Sumatran orangutan","Primates","9601","Susie_PABv2","GCA_002880775.3","3065052215","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Portunus trituberculatus","","Swimming crab (SZX2019)","Arthropods","210409","ASM1759143v1","GCA_017591435.1","1005062047","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Priapulus caudatus","","Penis worm","Metazoa","37621","Priapulus_caudatus-5.0.1","GCA_000485595.2","511738253","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Procambarus clarkii","","Red swamp crayfish (Jiangsu)","Arthropods","6728","ASM2042438v2","GCA_020424385.2","2735361232","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Protocalliphora azurea","","Flies (alternate haplotype)","Diptera","226133","idProAzur1.1_alternate_haplotype","GCA_932273785.1","853967505","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Protocalliphora azurea","","Flies","Diptera","226133","idProAzur1.1","GCA_932274085.1","874236519","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Protodeltote pygarga","","Moths","Lepidoptera","708063","ilProPyga1.1","GCA_936450705.1","421669069","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Protodeltote pygarga","","Moths (alternate haplotype)","Lepidoptera","708063","ilProPyga1.1_alternate_haplotype","GCA_936440985.1","405811214","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Psammomys obesus","","Fat sand rat","Rodents","48139","ASM221593v2","GCA_002215935.2","2365774835","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pseudochaenichthys georgianus","","South Georgia icefish","Fish","52239","fPseGeo1.1","GCA_902827115.1","1026101545","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pseudoliparis sp. Yap Trench","","Bony fishes (Yap trench)","Fish","2499240","ASM433547v1","GCA_004335475.1","840640641","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Psylliodes chrysocephala","","Cabbage stem flea beetle","Coleoptera","2598218","PGI_PSYICH_v2","GCA_927349885.1","1181805965","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Pteropus giganteus","","Indian flying fox","Mammals","143291","Ma_sr-lr_union100","GCA_902729225.1","1985219947","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Pterostichus madidus","","Beetles","Coleoptera","767470","icPteMadi1.2","GCA_911728475.2","705126243","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pterostichus madidus","","Beetles","Coleoptera","767470","icPteMadi1.1","GCA_911728475.1","705139919","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pterostichus madidus","","Beetles (alternate haplotype)","Coleoptera","767470","icPteMadi1.1_alternate_haplotype","GCA_911728425.1","594613092","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Ptilodon capucinus","","Moths","Lepidoptera","987449","ilPtiCapc1.1","GCA_914767695.1","348696490","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Ptilodon capucinus","","Moths (alternate haplotype)","Lepidoptera","987449","ilPtiCapc1.1_alternate_haplotype","GCA_914767775.1","346563099","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Pygocentrus nattereri","","Red-bellied piranha","Fish","42514","fPygNat1.pri","GCA_015220715.1","1222050449","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Pyrgus malvae","","Grizzled skipper","Lepidoptera","218760","ilPyrMalv3.1","GCA_911387765.1","724634141","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pyrgus malvae","","Grizzled skipper (alternate haplotype)","Lepidoptera","218760","ilPyrMalv3.2_alternate_haplotype","GCA_911387725.2","718749843","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pyrgus malvae","","Grizzled skipper (alternate haplotype)","Lepidoptera","218760","ilPyrMalv3.1_alternate_haplotype","GCA_911387725.1","724831075","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Pyrochroa serraticornis","","Beetles","Coleoptera","346838","icPyrSerr1.2","GCA_905333025.2","249396633","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Pyrochroa serraticornis","","Beetles (alternate haplotype)","Coleoptera","346838","icPyrSerr1.1_alternate_haplotype","GCA_905333035.1","226804794","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Rana temporaria","","Common frog","Amphibians","8407","aRanTem1.1","GCA_905171775.1","4111422596","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Rattus norvegicus","","Norway rat (BN/NHsdMcwi)","Rodents","10116","mRatBN7.2","GCA_015227675.2","2647915728","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Rattus norvegicus","","Norway rat (SHRSP/BbbUtx)","Rodents","10116","UTH_Rnor_SHRSP_BbbUtx_1.0","GCA_021556685.1","2907517304","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Rattus norvegicus","","Norway rat (SHR/Utx RGD_8142385)","Rodents","10116","UTH_Rnor_SHR_Utx","GCA_023515785.1","2866391611","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Rattus norvegicus","","Norway rat (WKY/Bbb RGD_1581635)","Rodents","10116","UTH_Rnor_WKY_Bbb_1.0","GCA_023515805.1","2910747220","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Reinhardtius hippoglossoides","","Greenland flounder (Greenland)","Fish","111784","UL_REHI_2.0","GCA_006182925.3","598508710","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Rhagoletis pomonella","","Apple magot fly (Grant_MI)","Diptera","28610","Rhpom_1.0","GCA_013731165.1","1223288327","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhagonycha fulva","","Beetles (alternate haplotype)","Coleoptera","41101","icRhaFulv1.1_alternate_haplotype","GCA_905340395.1","363526809","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhagonycha fulva","","Beetles","Coleoptera","41101","icRhaFulv1.1","GCA_905340355.1","424661649","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhincodon typus","","Whale shark","Chordates","259920","sRhiTyp1.1","GCA_021869965.1","2881325413","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhingia campestris","","Flies","Diptera","226161","idRhiCamp1.1","GCA_932526625.1","719858466","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhingia campestris","","Flies (alternate haplotype)","Diptera","226161","idRhiCamp1.1_alternate_haplotype","GCA_932526435.1","664408267","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhipicephalus microplus","","Southern cattle tick (Rmic-2018)","Arthropods","6941","ASM1333972v1","GCA_013339725.1","2529930304","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhipicephalus sanguineus","","Brown dog tick (Rsan-2018)","Arthropods","34632","ASM1333969v1","GCA_013339695.1","2365540030","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhizomys pruinosus","","Hoary bamboo rat","Rodents","53275","RhiPru_1.0","GCA_009823505.1","3711971808","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Rhogogaster chlorosoma","","Hymenopterans (alternate haplotype)","Hymenoptera","1385029","iyRhoChlo1.1_alternate_haplotype","GCA_944452905.1","245050874","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhogogaster chlorosoma","","Hymenopterans","Hymenoptera","1385029","iyRhoChlo1.1","GCA_944452935.1","255271170","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhopalosiphum maidis","","Corn leaf aphid (BTI-1)","Hemiptera","43146","ASM367621v3","GCA_003676215.3","326023155","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Rousettus aegyptiacus","","Egyptian rousette","Mammals","9407","Raegyp2.0","GCA_001466805.2","1910250568","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Rutpela maculata","","Beetles (alternate haplotype)","Coleoptera","878968","icLepMacu1.1_alternate_haplotype","GCA_936443135.1","1667604102","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Rutpela maculata","","Beetles","Coleoptera","878968","icLepMacu1.1","GCA_936432065.1","2022597459","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Sabethes cyaneus","","Mosquitos","Diptera","53552","idSabCyanKW18_F2","GCA_943734655.1","676043992","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Saccoglossus kowalevskii","","Acorn worm","Metazoa","10224","Skow_1.1","GCA_000003605.1","775840395","NCBI","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Saimiri boliviensis boliviensis","","Bolivian squirrel monkey (Bolivian squirrel monkey)","Primates","39432","BCM_Sbol_2.0","GCA_016699345.1","2651399628","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Salarias fasciatus","","Jewelled blenny","Fish","181472","fSalaFa1.1","GCA_902148845.1","797490645","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Salmo salar","","Atlantic salmon","Fish","8030","Ssal_v3.1","GCA_905237065.2","2756584103","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Salmo salar","","Atlantic salmon (European origin)","Fish","8030","Ssal_ALTA","GCA_931346935.2","2621787693","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Salmo salar","","Atlantic salmon (North American Atlantic salmon)","Fish","8030","USDA_NASsal_1.1","GCA_021399835.1","2829823532","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Salmo salar","","Atlantic salmon","Fish","8030","Ssal_Brian_v1.0","GCA_923944775.1","2624445891","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Salmo trutta","","Brown trout","Fish","8032","fSalTru1.1","GCA_901001165.1","2371880186","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Salvelinus namaycush","","Lake trout","Fish","8040","SaNama_1.0","GCA_016432855.1","2345513378","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Sander lucioperca","","Pike-perch","Fish","283035","SLUC_FBN_1","GCA_008315115.1","900477767","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Sapajus apella","","Tufted capuchin","Primates","9515","GSC_monkey_1.0","GCA_009761245.1","2729201088","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Sarcophaga caerulescens","","Flies","Diptera","596942","idSarCaer1.1","GCA_927399465.1","597302449","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Sarcophaga caerulescens","","Flies (alternate haplotype)","Diptera","596942","idSarCaer1.1_alternate_haplotype","GCA_927399425.1","586036124","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Sarcophaga rosellei","","Flies (alternate haplotype)","Diptera","1206372","idSarRose1.1_alternate_haplotype","GCA_930367195.1","525810356","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Sarcophaga rosellei","","Flies","Diptera","1206372","idSarRose1.1","GCA_930367235.1","541374458","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Sarcophaga subvicina","","Flies","Diptera","236850","idSarSubv1.1","GCA_936449025.1","711134278","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Sarcophaga subvicina","","Flies (alternate haplotype)","Diptera","236850","idSarSubv1.1_alternate_haplotype","GCA_936440885.1","664177259","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Sarcophaga variegata","","Flies (alternate haplotype)","Diptera","236851","idSarVari1.1_alternate_haplotype","GCA_932276125.1","653036606","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Sarcophilus harrisii","","Tasmanian devil","Mammals","9305","mSarHar1.11","GCA_902635505.1","3086674442","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Sarcoptes scabiei","","Itch mite (SSS_KF_BRIS2020)","Arthropods","52283","ASM1459567v1","GCA_014595675.1","56576587","The University of Melbourne, Faculty of Veterinary and Agricultural Sciences","import","FASTA/GTF/GFF3/TSV","FASTA",""
"Scaeva pyrastri","","Flies (alternate haplotype)","Diptera","219539","idScaPyra1.1_alternate_haplotype","GCA_905147095.1","325217936","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Scaeva pyrastri","","Flies","Diptera","219539","idScaPyra1.1","GCA_905146935.1","320029822","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA",""
"Schistocerca americana","","American grasshopper (TAMUIC-IGC-003095)","Arthropods","7009","iqSchAmer2.1","GCA_021461395.2","8990369808","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Schistosoma haematobium","","Urinary blood fluke","Metazoa","6185","SchHae_2.0","GCA_000699445.2","371394055","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Schmidtea mediterranea","","Freshwater planarian (S2)","Metazoa","79327","ASM260089v1","GCA_002600895.1","942041730","Max Planck Institute of Molecular Cell Biology and Genetics","Import","FASTA/GTF/GFF3/TSV","FASTA",""
"Schrankia costaestrigalis","","Pinion-streaked snout moth (alternate haplotype)","Lepidoptera","411963","ilSchCost1.1_alternate_haplotype","GCA_905475335.1","569176499","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Schrankia costaestrigalis","","Pinion-streaked snout moth","Lepidoptera","411963","ilSchCost1.1","GCA_905475405.1","571975913","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA",""
"Sciurus carolinensis","","Gray squirrel","Rodents","30640","mSciCar1.2","GCA_902686445.2","2815397268","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Sciurus vulgaris","","Eurasian red squirrel","Rodents","55149","mSciVul1.1","GCA_902686455.1","2878591032","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","BAM"
