species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Dimorphilusgyrociliatus,Annelida,34,53.12,"Mir-1986, Mir-1987, Mir-1989, Mir-1990, Mir-1994, Mir-1995, Mir-22, Mir-242, Mir-2685, Mir-2686, Mir-2687, Mir-2689, Mir-2690, Mir-2691, Mir-2693, Mir-2705, Mir-2707",47,73.44,"Bantam, Mir-137, Mir-1992, Mir-1993, Mir-1996, Mir-1997, Mir-1998, Mir-2000, Mir-210, Mir-277, Mir-317, Mir-375, Mir-96"
Diuraphisnoxia,Neoptera,32,51.61,"Mir-12, Mir-133, Mir-153, Mir-1993, Mir-2001, Mir-216, Mir-22, Mir-242, Mir-2765, Mir-282, Mir-3, Mir-306, Mir-31, Mir-33, Mir-36, Mir-932",46,74.19,"Iab-4, Mir-1, Mir-14, Mir-210, Mir-275, Mir-277, Mir-2796, Mir-3049, Mir-316, Mir-317, Mir-8, Mir-929, Mir-965, Mir-971"
Dolichovespulamedia,Endopterygota,43,67.19,"Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-87, Mir-970",56,87.5,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-971, Mir-989"
Dolichovespulamedia,Endopterygota,40,62.5,"Mir-153, Mir-190, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-3, Mir-36, Mir-87",55,85.94,"Mir-1, Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-970, Mir-971, Mir-989"
Dolichovespulasaxonica,Endopterygota,42,65.62,"Mir-153, Mir-193, Mir-22, Mir-242, Mir-36, Mir-87, Mir-970",57,89.06,"Mir-1, Mir-1000, Mir-14, Mir-1993, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-971, Mir-989"
Dolichovespulasylvestris,Endopterygota,41,64.06,"Mir-153, Mir-193, Mir-22, Mir-242, Mir-317, Mir-36, Mir-87, Mir-970",56,87.5,"Mir-1000, Mir-14, Mir-1993, Mir-2001, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-971, Mir-989"
Dromaiusnovaehollandiae,Archosauria,102,85.71,"Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-76",104,87.39,"Mir-1720, Mir-451"
Drosophilamelanogaster,Drosophila,75,88.24,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",76,89.41,Mir-193
Dryasiuliamoderata,Lepidoptera,53,79.1,"Mir-12, Mir-1993, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-153, Mir-22, Mir-242, Mir-2765, Mir-375, Mir-988"
Dryobotodeseremita,Lepidoptera,44,65.67,"Mir-12, Mir-1993, Mir-3049, Mir-315, Mir-36, Mir-375",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-71, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Dryobotodeseremita,Lepidoptera,45,67.16,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988"
Dufoureanovaeangliae,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965"
Echeneisnaucrates,Clupeocephala,97,85.09,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-726, Mir-729, Mir-76, Mir-875",98,85.96,Mir-147
Echinococcusgranulosus,Lophotrochozoa,4,8.16,"Bantam, Let-7, Mir-1175, Mir-12, Mir-133, Mir-137, Mir-153, Mir-184, Mir-193, Mir-1986, Mir-1989, Mir-1990, Mir-1993, Mir-1994, Mir-2, Mir-2001, Mir-210, Mir-216, Mir-22, Mir-242, Mir-252, Mir-277, Mir-278, Mir-279, Mir-29, Mir-315, Mir-317, Mir-33, Mir-34, Mir-36, Mir-375, Mir-67, Mir-750, Mir-76, Mir-8, Mir-92",13,26.53,"Mir-190, Mir-1992, Mir-219, Mir-281, Mir-31, Mir-7, Mir-71, Mir-87, Mir-96"
Echinococcusmultilocularis,Lophotrochozoa,3,6.12,"Bantam, Let-7, Mir-1175, Mir-12, Mir-133, Mir-137, Mir-153, Mir-184, Mir-193, Mir-1986, Mir-1990, Mir-1993, Mir-1994, Mir-2, Mir-2001, Mir-210, Mir-216, Mir-22, Mir-252, Mir-277, Mir-278, Mir-279, Mir-29, Mir-315, Mir-317, Mir-33, Mir-34, Mir-36, Mir-375, Mir-67, Mir-750, Mir-76, Mir-8, Mir-92",15,30.61,"Mir-1, Mir-190, Mir-1989, Mir-1992, Mir-219, Mir-242, Mir-281, Mir-31, Mir-7, Mir-71, Mir-87, Mir-96"
Ecliptoperasilaceata,Lepidoptera,45,67.16,"Mir-12, Mir-3049, Mir-315, Mir-36, Mir-999",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-3, Mir-306, Mir-375, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988"
Ecliptoperasilaceata,Lepidoptera,45,67.16,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-3, Mir-306, Mir-375, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988"
Ectemniuscontinuus,Endopterygota,42,65.62,"Mir-153, Mir-1993, Mir-36, Mir-970, Mir-989",59,92.19,"Mir-1000, Mir-12, Mir-14, Mir-2001, Mir-22, Mir-242, Mir-2765, Mir-2796, Mir-282, Mir-3049, Mir-306, Mir-316, Mir-67, Mir-927, Mir-929, Mir-932, Mir-971"
Ectemniuscontinuus,Endopterygota,43,67.19,"Mir-153, Mir-1993, Mir-242, Mir-970, Mir-989",59,92.19,"Mir-1000, Mir-12, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-282, Mir-3049, Mir-306, Mir-316, Mir-67, Mir-927, Mir-929, Mir-932, Mir-971"
Ectemniuslituratus,Endopterygota,41,64.06,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-12, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-282, Mir-3049, Mir-306, Mir-316, Mir-67, Mir-76, Mir-927, Mir-929, Mir-932, Mir-971"
Ectemniuslituratus,Endopterygota,41,64.06,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-12, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-282, Mir-3049, Mir-306, Mir-316, Mir-67, Mir-76, Mir-927, Mir-929, Mir-932, Mir-971"
Ectropisgrisescens,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-219, Mir-3049, Mir-315, Mir-36",61,91.04,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-76, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Eilemadepressum,Lepidoptera,44,65.67,"Mir-12, Mir-153, Mir-242, Mir-278, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",58,86.57,"Mir-1000, Mir-14, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-67, Mir-71, Mir-932, Mir-970, Mir-971, Mir-988, Mir-999"
Eilemadepressum,Lepidoptera,47,70.15,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-932, Mir-957, Mir-970, Mir-971, Mir-988, Mir-999"
Eilemasororculum,Lepidoptera,47,70.15,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-957",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-2796, Mir-306, Mir-36, Mir-932, Mir-970, Mir-971, Mir-988, Mir-999"
Eilemasororculum,Lepidoptera,47,70.15,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-375",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-971, Mir-988, Mir-999"
Electrophoruselectricus,Clupeocephala,90,78.95,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-71, Mir-726, Mir-729, Mir-76, Mir-875",100,87.72,"Mir-1306, Mir-147, Mir-191, Mir-4057, Mir-4541, Mir-7132, Mir-7133, Mir-7147, Mir-728, Mir-734"
Emmelinamonodactyla,Lepidoptera,31,46.27,"Iab-4, Mir-1175, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-210, Mir-219, Mir-22, Mir-242, Mir-252, Mir-3049, Mir-315, Mir-33, Mir-36, Mir-375, Mir-71, Mir-750, Mir-76, Mir-8, Mir-87, Mir-929, Mir-957, Mir-989, Mir-999",41,61.19,"Mir-1000, Mir-193, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-965, Mir-970, Mir-971, Mir-988"
Emmelinamonodactyla,Lepidoptera,31,46.27,"Iab-4, Mir-1175, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-210, Mir-219, Mir-22, Mir-242, Mir-252, Mir-3049, Mir-315, Mir-33, Mir-36, Mir-375, Mir-71, Mir-750, Mir-76, Mir-8, Mir-87, Mir-929, Mir-957, Mir-989, Mir-999",41,61.19,"Mir-1000, Mir-193, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-965, Mir-970, Mir-971, Mir-988"
Emmelinamonodactyla,Lepidoptera,44,65.67,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",56,83.58,"Mir-1000, Mir-14, Mir-242, Mir-2765, Mir-2796, Mir-306, Mir-929, Mir-932, Mir-965, Mir-970, Mir-971, Mir-988"
Endotrichaflammealis,Lepidoptera,49,73.13,"Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-957",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-71, Mir-932, Mir-970, Mir-988, Mir-999"
Endotrichaflammealis,Lepidoptera,51,76.12,"Mir-12, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-957",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-22, Mir-242, Mir-2765, Mir-932, Mir-970, Mir-988, Mir-999"
Enhydralutriskenyoni,Laurasiatheria,168,77.42,"Mir-1329, Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-598, Mir-675, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",190,87.56,"Mir-1296, Mir-1301, Mir-147, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-224, Mir-2355, Mir-448, Mir-452, Mir-541, Mir-590, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-7180, Mir-722, Mir-737, Mir-877"
Ennomosfuscantarius,Lepidoptera,48,71.64,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-3, Mir-306, Mir-316, Mir-932, Mir-957, Mir-970, Mir-999"
Ennomosfuscantarius,Lepidoptera,48,71.64,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-3, Mir-306, Mir-316, Mir-932, Mir-957, Mir-970, Mir-999"
Ennomosfuscantarius,Lepidoptera,40,59.7,"Mir-1175, Mir-12, Mir-193, Mir-216, Mir-29, Mir-3049, Mir-315, Mir-36, Mir-71, Mir-750, Mir-929, Mir-989",55,82.09,"Mir-1000, Mir-14, Mir-153, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-3, Mir-306, Mir-316, Mir-33, Mir-932, Mir-957, Mir-970, Mir-999"
Ennomosquercinarius,Lepidoptera,48,71.64,"Mir-242, Mir-3049, Mir-315, Mir-957, Mir-999",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-970, Mir-988"
Ennomosquercinarius,Lepidoptera,48,71.64,"Mir-242, Mir-3049, Mir-315, Mir-957, Mir-999",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-970, Mir-988"
Ephestiaelutella,Lepidoptera,49,73.13,"Mir-12, Mir-3049, Mir-315",64,95.52,"Mir-1000, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-36, Mir-375, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Epicampocerasuccincta,Diptera,42,62.69,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-1175, Mir-193, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-316, Mir-87, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Epicampocerasuccincta,Diptera,42,62.69,"Mir-153, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-971",58,86.57,"Mir-1175, Mir-193, Mir-2001, Mir-242, Mir-275, Mir-29, Mir-3, Mir-306, Mir-316, Mir-87, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Epinotianisella,Lepidoptera,48,71.64,"Mir-12, Mir-242, Mir-3049, Mir-999",63,94.03,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-3, Mir-315, Mir-36, Mir-932, Mir-957, Mir-965, Mir-970"
Epinotianisella,Lepidoptera,50,74.63,"Mir-22, Mir-242, Mir-3049, Mir-36",63,94.03,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-219, Mir-2765, Mir-3, Mir-315, Mir-932, Mir-957, Mir-965, Mir-970, Mir-999"
Epistrophegrossulariae,Diptera,50,74.63,"Mir-1993, Mir-210, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750",59,88.06,"Mir-153, Mir-275, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Epistrophegrossulariae,Diptera,51,76.12,"Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750",60,89.55,"Mir-153, Mir-275, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Equusasinus,Laurasiatheria,176,81.11,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-737",191,88.02,"Mir-1296, Mir-1379, Mir-1805, Mir-1911, Mir-2355, Mir-337, Mir-361, Mir-541, Mir-6715, Mir-672, Mir-676, Mir-7180, Mir-722, Mir-76, Mir-877"
Equuscaballus,Laurasiatheria,177,81.57,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-452, Mir-4541, Mir-456, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",192,88.48,"Mir-1296, Mir-1379, Mir-1805, Mir-1911, Mir-2355, Mir-337, Mir-361, Mir-458, Mir-541, Mir-6715, Mir-672, Mir-7180, Mir-722, Mir-737, Mir-877"
Erannisdefoliaria,Lepidoptera,47,70.15,"Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315",61,91.04,"Mir-1000, Mir-12, Mir-14, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Erannisdefoliaria,Lepidoptera,47,70.15,"Mir-153, Mir-1993, Mir-3049, Mir-315",63,94.03,"Mir-1000, Mir-12, Mir-14, Mir-193, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Erebiaaethiops,Lepidoptera,49,73.13,"Mir-12, Mir-242, Mir-3049, Mir-375",63,94.03,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Erebiaaethiops,Lepidoptera,49,73.13,"Mir-12, Mir-242, Mir-3049, Mir-375",63,94.03,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Erebiaaethiops,Lepidoptera,46,68.66,"Iab-4, Mir-10, Mir-12, Mir-242, Mir-3049, Mir-375, Mir-71, Mir-957",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-36, Mir-932, Mir-970, Mir-988, Mir-999"
Erebiaaethiops,Lepidoptera,46,68.66,"Iab-4, Mir-10, Mir-12, Mir-242, Mir-3049, Mir-375, Mir-71, Mir-957",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-36, Mir-932, Mir-970, Mir-988, Mir-999"
Erebialigea,Lepidoptera,48,71.64,"Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-375, Mir-957, Mir-965, Mir-999",58,86.57,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-22, Mir-2765, Mir-315, Mir-932, Mir-970, Mir-988"
Erebialigea,Lepidoptera,49,73.13,"Mir-12, Mir-242, Mir-3049, Mir-36, Mir-375, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-315, Mir-932, Mir-957, Mir-970, Mir-988"
Eristalinussepulchralis,Diptera,49,73.13,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-14, Mir-193, Mir-2001, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Eristalinussepulchralis,Diptera,49,73.13,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750",59,88.06,"Mir-14, Mir-193, Mir-2001, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Eristalisarbustorum,Diptera,49,73.13,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-14, Mir-193, Mir-2001, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Eristalisarbustorum,Diptera,45,67.16,"Let-7, Mir-133, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-33, Mir-36, Mir-71, Mir-750, Mir-929",54,80.6,"Mir-14, Mir-193, Mir-2001, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Eristalispertinax,Diptera,48,71.64,"Mir-1175, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-957",57,85.07,"Mir-14, Mir-153, Mir-193, Mir-2001, Mir-87, Mir-932, Mir-970, Mir-971, Mir-999"
Eristalispertinax,Diptera,48,71.64,"Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",60,89.55,"Mir-1175, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Eristalistenax,Diptera,48,71.64,"Mir-153, Mir-1993, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",59,88.06,"Mir-1175, Mir-14, Mir-193, Mir-2001, Mir-242, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Eristalistenax,Diptera,49,73.13,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-3049, Mir-36, Mir-71, Mir-750",59,88.06,"Mir-14, Mir-193, Mir-2001, Mir-2796, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Eristalistenax,Diptera,49,73.13,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-3049, Mir-36, Mir-71, Mir-750",59,88.06,"Mir-14, Mir-193, Mir-2001, Mir-2796, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Erpetoichthyscalabaricus,Gnathostomata,80,81.63,"Mir-1788, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-315, Mir-32, Mir-375, Mir-4057, Mir-4541, Mir-76",87,88.78,"Mir-1329, Mir-191, Mir-2184, Mir-281, Mir-459, Mir-71, Mir-875"
Erynnistages,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-932, Mir-970, Mir-971, Mir-988, Mir-999"
Erynnistages,Lepidoptera,46,68.66,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-932, Mir-970, Mir-971, Mir-988, Mir-999"
Esoxlucius,Clupeocephala,93,81.58,"Mir-1329, Mir-147, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-31, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-726, Mir-76, Mir-875",98,85.96,"Mir-191, Mir-315, Mir-7133, Mir-729, Mir-737"
Euclidiami,Lepidoptera,48,71.64,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-275, Mir-2765, Mir-932, Mir-957, Mir-970, Mir-988"
Euclidiami,Lepidoptera,49,73.13,"Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-932, Mir-957, Mir-970, Mir-988"
Eudypteschrysocome,Neognathae,106,82.81,"Mir-129, Mir-132, Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-76",110,85.94,"Mir-1467, Mir-2131, Mir-2184, Mir-727"
Eudyptesfilholi,Neognathae,106,82.81,"Mir-129, Mir-132, Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-76",110,85.94,"Mir-1467, Mir-2131, Mir-2184, Mir-727"
Eudyptesmoseleyi,Neognathae,109,85.16,"Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-76",113,88.28,"Mir-1467, Mir-2131, Mir-2184, Mir-727"
Eudyptespachyrhynchus,Neognathae,110,85.94,"Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-76",114,89.06,"Mir-1467, Mir-2131, Mir-2984, Mir-727"
Eudyptesrobustus,Neognathae,109,85.16,"Mir-150, Mir-2001, Mir-208, Mir-2184, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-76",112,87.5,"Mir-1467, Mir-2131, Mir-727"
Eudyptessclateri,Neognathae,104,81.25,"Mir-132, Mir-144, Mir-150, Mir-2001, Mir-208, Mir-2184, Mir-219, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-451, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-76",107,83.59,"Mir-1467, Mir-2131, Mir-727"
Eueidesisabella,Lepidoptera,53,79.1,"Mir-12, Mir-1993, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",60,89.55,"Mir-153, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-375, Mir-988"
Eufrieseamexicana,Endopterygota,45,70.31,"Mir-153, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-1993, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971"
Eulithisprunata,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-3, Mir-306, Mir-375, Mir-932, Mir-970, Mir-988"
Eulithisprunata,Lepidoptera,36,53.73,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-281, Mir-29, Mir-3, Mir-3049, Mir-315, Mir-317, Mir-34, Mir-36, Mir-71, Mir-927, Mir-929, Mir-957, Mir-999",49,73.13,"Mir-1000, Mir-14, Mir-193, Mir-22, Mir-2765, Mir-277, Mir-278, Mir-306, Mir-375, Mir-932, Mir-970, Mir-988, Mir-989"
