Scientific_name	New	Common_name	Clade	Taxon_ID	Assembly_name	Accession	Genome_size_bps	Annotation_provider	Annotation_method	Annotation	Genome	RNA_Seq
Tinea semifulvella		Moths (alternate haplotype)	Lepidoptera	1101063	ilTinSemi1.1_alternate_haplotype	GCA_910589255.1	589249846	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tinea semifulvella		Moths	Lepidoptera	1101063	ilTinSemi1.1	GCA_910589645.1	596584503	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tinea trinotella		Moths (alternate haplotype)	Lepidoptera	1594354	ilTinTrin1.1_alternate_haplotype	GCA_905220625.1	369802652	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tinea trinotella		Moths	Lepidoptera	1594354	ilTinTrin1.1	GCA_905220615.1	371722122	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tiphia femorata		Wasps, ants & bees	Hymenoptera	330862	iyTipFemo1.1	GCA_944319695.1	276140075	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tiphia femorata		Wasps, ants & bees (alternate haplotype)	Hymenoptera	330862	iyTipFemo1.1_alternate_haplotype	GCA_944319705.1	273622424	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Toxotes jaculatrix		Banded archerfish	Fish	941984	fToxJac2.pri	GCA_017976425.1	621503431	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Trachinotus ovatus		Derbio	Fish	173339	golden_pompano_genome_assembly_version_2	GCA_900607315.1	648062395	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Trachurus trachurus		Atlantic horse mackerel	Fish	36212	fTraTra1.1	GCA_905171665.1	820146742	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Trachypithecus francoisi		Francois's langur (Black)	Primates	54180	Trachy_franco_1.0	GCA_009764325.1	2902133109	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Trachypithecus francoisi		Francois's langur	Primates	54180	Tfra_2.0	GCA_009764315.1	2875554650	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Tragelaphus strepsiceros		Greater kudu	Mammals	9946	GTK	GCA_006410795.1	2867754166	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Trematomus bernacchii		Emerald rockcod	Fish	40690	fTreBer1.1	GCA_902827165.1	867125071	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Trichechus manatus latirostris		Florida manatee	Mammals	127582	TriManLat1.0	GCA_000243295.1	3103808406	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Trichogramma pretiosum		Parasitoid wasp (Unisexual culture from Peru)	Hymenoptera	7493	Tpre_2.0	GCA_000599845.3	187641947	NCBI	import	FASTA/GTF/GFF3/TSV	FASTA	
Trichoplusia ni		Cabbage looper	Lepidoptera	7111	tn1	GCA_003590095.1	368211209	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tridacna crocea	NEW	Bivalves	Metazoa	80833	xbTriCroc3.1	GCA_943736015.1	1048956009	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tridacna gigas	NEW	Bivalves	Metazoa	80829	xbTriGiga4.2	GCA_945859785.2	1175943104	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Triplophysa siluroides		Catfish-like loach	Fish	422203	ASM603009v1	GCA_006030095.1	583428323	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Triplophysa tibetana		Triplophysa tibetana	Fish	1572043	ASM836982v1	GCA_008369825.1	652930317	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tropheus moorii		Blunthead cichlid	Fish	8150	TMv1.0	GCA_902810505.1	911126605	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tursiops aduncus		Indo-pacific bottlenose dolphin	Mammals	79784	ASM322739v1	GCA_003227395.1	2503928010	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tursiops truncatus		Common bottlenose dolphin	Mammals	9739	mTurTru1.mat.Y	GCA_011762595.1	2378522213	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Tyto alba alba		Barn owl	Birds	507980	genome_assembly_l500	GCA_902150015.1	1219191878	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Ursus arctos horribilis		Brown bear	Mammals	116960	ASM358476v1	GCA_003584765.1	2328659882	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vanessa atalanta		Red admiral (alternate haplotype)	Lepidoptera	42275	ilVanAtal1.1_alternate_haplotype	GCA_905147705.1	345513688	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vanessa atalanta		Red admiral	Lepidoptera	42275	ilVanAtal1.1	GCA_905147765.1	370420876	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vanessa atalanta		Red admiral (alternate haplotype)	Lepidoptera	42275	ilVanAtal1.2_alternate_haplotype	GCA_905147705.2	345513609	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vanessa cardui		Painted lady (alternate haplotype)	Lepidoptera	171605	ilVanCard2.1_alternate_haplotype	GCA_905220355.1	400957847	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vanessa cardui		Painted lady	Lepidoptera	171605	ilVanCard2.2	GCA_905220365.2	424798336	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Venturia canescens		Endoparasitoid wasp (UGA)	Hymenoptera	32260	ASM1945775v1	GCA_019457755.1	290760430	NCBI	Import	FASTA/GTF/GFF3/TSV	FASTA	
Verasper variegatus		Spotted halibut	Fish	82366	ysfri_vvar_1.0	GCA_013332515.1	545339360	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Verasper variegatus		Spotted halibut	Fish	82366	ASM1239343v1	GCA_012393435.1	556789779	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Vespa crabro		European hornet (alternate haplotype)	Hymenoptera	7445	iyVesCrab1.1_alternate_haplotype	GCA_910589515.1	187116945	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vespa crabro		European hornet	Hymenoptera	7445	iyVesCrab1.2	GCA_910589235.2	229313526	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vespa velutina		Wasps, ants, and bees	Hymenoptera	202808	iVesVel2.1	GCA_912470025.1	193976845	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vespula germanica		Wasps, ants, and bees	Hymenoptera	30212	iyVesGerm1.1	GCA_905340365.1	205771445	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vespula germanica		Wasps, ants, and bees (alternate haplotype)	Hymenoptera	30212	iyVesGerm1.1_alternate_haplotype	GCA_905340295.1	196453834	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vespula vulgaris		Wasps, ants, and bees	Hymenoptera	7454	iyVesVulg1.1	GCA_905475345.1	188185082	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vicugna pacos huacaya		Alpaca	Mammals	273913	Vi_pacos_V1.0	GCA_000767525.1	2013701362	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Vicugna vicugna mensalis		Vicugna	Mammals	273917	ASM1326549v1	GCA_013265495.1	2026803740	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	BAM
Vigna unguiculata		Cowpea (IT97K-499-35)	Plants	3917	ASM411807v1	GCA_004118075.1	519066764	JGI	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Vitis vinifera		Wine grape (PN40024)	Plants	29760	PN40024.v4	GCA_910591555.1	475604073	IGGP	curated	FASTA/GTF/GFF3/TSV	FASTA	
Volucella inanis		Flies	Diptera	226151	idVolInan1.1	GCA_907269105.1	961446857	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Ypsolopha sequella		Moths	Lepidoptera	1870436	ilYpsSequ2.1	GCA_934047225.1	866863759	Ensembl	BRAKER2	FASTA/GTF/GFF3/TSV	FASTA	
Zygaena filipendulae		Moths	Lepidoptera	287375	ilZygFili1.1	GCA_907165275.1	365947433	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
Zygaena filipendulae		Moths	Lepidoptera	287375	ilZygFili1.2	GCA_907165275.2	365930723	Ensembl	Ensembl Genebuild	FASTA/GTF/GFF3/TSV	FASTA	
